y_true,y_pred,abs_error,knn_confidence,radius_confidence,knn_mean_neighbor_distance,radius_neighbor_count,radius_neighbor_target_std
26.0,14.806263213025629,11.193736786974371,0.2629318476236909,0.7352941176470589,2.80326692653529,25.0,21.600222221079115
20.0,24.60576093390249,4.605760933902491,0.26760036781394025,0.55,2.7369156409205293,11.0,18.89728652522708
8.0,8.07597183410193,0.07597183410192976,0.21878771841131814,0.3076923076923077,3.570640469498442,4.0,17.297037318569906
-20.0,0.08683277777283738,20.086832777772837,0.2728518675206474,0.5,2.6649923238085496,9.0,18.72477727372524
12.0,23.78305936413215,11.78305936413215,0.35904624831649223,0.8085106382978723,1.7851565214476761,38.0,20.456223104764753
22.0,7.461918569523427,14.538081430476574,0.3055450573632445,0.7,2.27283972003893,21.0,18.07994341090416
-38.0,-12.57409168856503,25.42590831143497,0.3059686105840703,0.75,2.268309118674225,27.0,23.019464537635344
5.0,3.5577329412441783,1.4422670587558217,0.15621249094114345,0.0,5.401536739957449,0.0,
-20.0,-0.7949438317234281,19.20505616827657,0.297138914725567,0.6896551724137931,2.365429267060441,20.0,15.53793744356052
-36.0,-7.676814744162434,28.323185255837565,0.3884969228130623,0.8941176470588236,1.57402296203304,76.0,20.531354813331586
-18.0,-14.881653143191249,3.118346856808751,0.38313182828121434,0.8656716417910447,1.610067674320212,58.0,19.83796579892301
3.0,-8.598388364462679,11.598388364462679,0.3438206137100692,0.82,1.9084934414178605,41.0,19.651212095525292
-27.0,0.20384425330031697,27.203844253300318,0.23703034965707287,0.35714285714285715,3.218869024353905,5.0,21.932624102008404
34.0,40.549127934431326,6.549127934431326,0.12166843665745604,0.0,7.219058512401116,0.0,
-20.0,-28.524669161704114,8.524669161704114,0.19235564681044112,0.1,4.198703633512046,1.0,0.0
-21.0,12.278076278832373,33.27807627883237,0.176950076781247,0.1,4.65131147830041,1.0,0.0
-25.0,-32.7328604882489,7.732860488248903,0.14388297348303897,0.0,5.95009267457126,0.0,
-26.0,-5.212410111397313,20.78758988860269,0.1814711263388682,0.18181818181818182,4.510518506027568,2.0,0.5
15.0,-1.4586841134227937,16.458684113422795,0.3832864768779203,0.9032258064516129,1.6090145630640336,84.0,22.49329706153397
22.0,-2.1504992800410703,24.15049928004107,0.1507512760811875,0.0,5.633443019490246,0.0,
18.0,6.657180658075156,11.342819341924844,0.17376975868758768,0.0,4.754741259656417,0.0,
13.0,-3.625242711549992,16.62524271154999,0.18296871550028415,0.1,4.465415206450674,1.0,0.0
-3.0,6.228507300538147,9.228507300538148,0.3227512132477189,0.7692307692307693,2.0983617069550013,30.0,20.662902883079028
